key,en,ar,az,bn,de,fr,id,it,ms,ru,tr,ur
fard,Five daily prayers,الصلوات الخمس,Beş günlük namaz,প্রতিদিন পাঁচ ওয়াক্ত নামায,Fünf tägliche Gebete,Cinq prières quotidiennes,Lima waktu,Cinque preghiere giornaliere,Lima waktu,Пять ежедневных молитв,Beş vakit namaz,پنجگانہ نماز
feb,Feb,فبراير,Fev,ফেব্রু,Feb,Fév,Feb,Feb,Feb,Фев,Şub,فروری
february,February,فبراير,Fevral,ফেব্রুয়ারি,Februar,Février,Februari,Febbraio,Februar,Февраль,Şubat,فروری
fifth_day,5th day,اليوم الخامس,5-ci gün,৫ম দিন,5. Tag,5ème jour,Hari ke-5,Quinto giorno,Hari kelima,5-й день,Beşinci gün,پانچواں دن
file_name,File name,اسم الملف,Fayl adı,ফাইলের নাম,Dateiname,Nom du fichier,Nama berkas,Nome file,Nama fail,Имя файла,Dosya adı,فائل کا نام
file_not_found,File not found,لم يتم العثور على الملف,Fayl tapılmadı,ফাইল পাওয়া যায় নি,Datei nicht gefunden,Fichier non trouvé,Berkas tidak ditemukan,File non trovato,Fail tidak ditemui,Файл не найден,Dosya bulunamadı,فائل نہیں ملی
fill,Fill,تعبئة,Doldurun,পূর্ণ,Füllung,Remplir,Penuh,Riempi,Penuh,Заливка,Doldur,بھری ہوئی
fill_rounded,Fill rounded,تعبئة الشكل,Doldurun dairəvi,বৃত্তাকার পূরণ করুন,Füllung abgerundet,Remplissage arrondi,Penuh membulat,Riempimento arrotondato,Penuh bundar,Закругленная заливка,Yuvarlatılmış doldur,ٹھوس دائروی
find_masjid,Find Masjid,البحث عن مسجد,Məscidi tapın,মসজিদ খুঁজুন,Finde eine Moschee,Trouver une mosquée,Cari Masjid,Trova Moschea,Pencarian Masjid,Найти мечеть,Yakındaki Camiler,مسجد تلاش کریں
finish,Finish,إنهاء,Bitirin,শেষ,Fertig,Terminer,Selesai,Finito,Selesai,Закончить,Bitir,ختم
first_day,1st day,اليوم الأول,1-ci gün,১ম দিন,1. Tag,1er jour,Hari ke-1,Primo giorno,Hari pertama,1-й день,İlk gün,پہلا دن
first_day_of_month_name,First day of {value},اليوم الأول من {value},{value}-nin ilk günü,{value} এর প্রথম দিন,Erster Tag von {value},Premier jour de {value},Hari pertama {value},Primo giorno di {value},Hari pertama dari {value},Первый день месяца {value},İlk gün {value},{value} کا پہلا دن
first_day_of_qomariyah,First day of qomariyah,غرة الشهر القمري,Qəməriyyənin ilk günü,First day of qomariyah,Erster Tag von Qamarīya,Premier jour de qomariyah,Hari pertama bulan kamariah,Primo giorno di qamariyah,Hari pertama qomariyah,Первый день qomariyah,Kameri ilk gün,قمری پہلا دن
first_time_calculation_info,Set calculation method,ضبط طريقة الحساب,Hesablama metodunu təyin edin,গণনা পদ্ধতি সেট করুন,Berechnungsmethode festlegen,Définir la méthode de calcul,Tentukan metode perhitungan,Imposta metodo di calcolo,Penetapan kaedah pengiraan,Установить метод расчета,Hesaplama metodu ayarla,حساب کا طریقہ چنیں
fixed,Fixed,ثابت,Sabit,Fixed,Fixiert,Fixe,Tetap,Fisso,Tetap,Зафиксировано,Sabit,طےشدہ
flip_to_stop,Flip to stop,اقلب لكي يتوقف,Flip to stop,Flip to stop,Zum Stoppen umdrehen,Retourner pour arrêter,Balik untuk berhenti,Capovolgere per stoppare,Balikkan untuk berhenti,"Переверните, чтобы остановить",Durdurmak için çevir,روکنے کے لئے موبائل پلٹ دیں
flip_to_stop_summary,"To stop an Adhan, place your phone face down on a flat surface",لكي توقف الآذان، اقلب شاشة الهاتف على سطح مستوٍ,"To stop an Adhan, place your phone face down on a flat surface","To stop an Adhan, place your phone face down on a flat surface","Um einen Adhan zu stoppen, legen Sie Ihr Telefon mit dem Bildschirm nach unten auf eine ebene Fläche","Pour arrêter un Adhan, placez votre téléphone face vers le bas sur une surface plate","Untuk menghentikan Azan, letakkan ponsel Anda menghadap ke bawah pada permukaan yang rata","Per fermare un Adhan, posiziona il telefono capovolto su una superficie piana","Untuk menghentikan Azan, letakkan telefon anda menghadap ke bawah pada permukaan yang rata","Чтобы остановить Азан, положите телефон лицевой стороной вниз на ровную поверхность",Ezanı durdurmak için telefonunuzu yüzü aşağı bakacak şekilde düz bir yüzeye koyun,اذان کو روکنے کے لیے، اپنے فون کا پلٹ کر کسی چپٹی سطح پر رکھیں
folder_exist,Folder already exists,المجلد موجود بالفعل,Qovluq artıq mövcuddur,ফোল্ডারটি ইতিমধ্যে বিদ্যমান,Ordner existiert bereits,Le dossier existe déjà,Folder telah tersedia,Cartella già esistente,Folder ini sudah wujud,Папка уже существует,Klasör zaten var,ہولڈر پہلے سے موجود ہے
follow_language,Follow language,اتبع اللغة,Dili izləyin,Follow language,Sprache beachten,Suivi langage,Ikuti bahasa,Seguenti lingue,Ikut bahasa,В соответствии с языковыми настройками,Dili takip et,زبان فالو کریں
follow_system_dnd_duration,DND is turned on by you,تم تفعيل عدم الإزعاج بواسطتك,Narahat Etməyin siz tərəfindən aktivləşdirilib,আপনি দ্বারা 'ডু নট ডিস্টার্ব' চালু করা হয়েছে।,Bitte nicht stören wurde von Ihnen aktiviert,Ne pas déranger a été activé par vous,Jangan Ganggu telah diaktifkan oleh Anda,Non disturbare è stato attivato da te,Jangan Ganggu telah diaktifkan oleh anda,Режим Не беспокоить был активирован вами,Rahatsız Etmeyin sizin tarafınızdan açıldı,آپ نے DND آن کیا
font,Font,الخط,Şrift,হরফ,Schriftart,Police,Fon,Carattere,Fon,Шрифт,Yazı tipi,فونٹ
font_size,Font size,حجم الخط,Şrift ölçüsü,ফন্ট সাইজ,Schriftgröße,Taille de la police,Ukuran fon,Dimensione del testo,Saiz fon,Размер шрифта,Yazı Boyutu,فونٹ سائز
forbidden_fasting_on,Fasting is prohibited on {value},يحرم الصوم على {value},{value}-də oruc tutmaq qadağandır,{value} দিনে রোজা রাখা নিষেধ,Fasten ist am {value} verboten,Le jeûne est interdit le {value},Haram berpuasa pada tanggal {value},Il digiuno è proibito durante {value},Dilarang berpuasa pada {value},Запрещено поститься в {value},{value} tarihinde oruç tutmak yasaktır,{value} کو روزہ رکھنا منع ہے
fourth_day,4th day,اليوم الرابع,4-cü gün,৪থ দিন,4. Tag,4ème jour,Hari ke-4,Quarto giorno,Hari keempat,4-й день,Dördüncü gün,چوتھا دن
fri,Fri,جمعة,Cüm,শুক্র,Fre,Ven,Jum,Ven,Jum,Пт,Cum,جمعہ
fri_mini,F,ج,C,শু,F,V,J,V,J,П,C,ج
frid,Fr,ج,C,বৃ,Fr,Ve,Jm,Ve,Ju,Пт,Cu,جم
friday,Friday,الجمعة,Cümə,শুক্রবার,Freitag,Vendredi,Jumat,Venerdì,Jumaat,Пятница,Cuma,جمعہ
from_start,From start,من البداية,Başdan,শুরু থেকে,Von Anfang an,Depuis le début,Dari awal,Dall'inizio,Dari mula,С самого начала,Başlangıçtan,شروع سے
full_horizontal,Full horizontal,التمدد أفقياً,Tam üfüqi,Full horizontal,Vollständig horizontal,Horizontal plein,Horizontal lengkap,Orizzontale completo,Mendatar penuh,Полный горизонтальный,Tam yatay,مکمل افقی
full_vertical,Full vertical,التمدد رأسياً,Tam şaquli,Full vertical,Vollständig vertikal,Vertical plein,Vertikal lengkap,Verticale completo,Menegak penuh,Полный вертикальный,Tam dikey,مکمل عمودی
general,General,عام,Ümumi,সাধারণ,Allgemein,Général,Umum,Generale,Umum,Общие,Genel,عام
get_location_from_background,Get location from background,الحصول على الموقع من الخلفية,Arxa plandan məkan alın,পটভূমি থেকে অবস্থান পান,Standortermittlung im Hintergrund,Get locaObtenir l'emplacement en l'arrière-plan,Dapatkan lokasi dari latar belakang,Recupera la posizione in background,Dapatkan lokasi dari latar belakang,Обновлять местоположение в фоновом режиме,Arka plandan konum al,بیک‌گراؤنڈ میں مقام حاصل کریں
get_your_prayer_times,Get your Prayer times,احصل على أوقات الصلاة,Get your Prayer times,নামাজের সময় জানুন,Gebetszeiten abrufen,Obtenez vos horaires de prière,Dapatkan waktu Salat Anda,Ricevi l'orario delle tue preghiere,Dapatkan waktu Solat anda,Получить свое расписание молитв,Namaz vakitlerinizi öğrenin,اوقاتِ نماز حاصل کریں
getting_current_location,Getting current location…,الوصول إلى الموقع الحالي…,Getting current location…,Getting current location…,Aktuellen Standort ermitteln…,Acquisition de la position actuelle…,Mendapatkan lokasi saat ini…,Acquisizione posizione attuale…,Mendapatkan lokasi semasa…,Определение текущего местоположения…,Konum alınıyor…,موجودہ مقام کی تلاش جاری…
give_dnd_access,Please give access to Do Not Disturb,يُرجى منح حق الوصول إلى عدم الإزعاج,Zəhmət olmasa Narahat Etməyin,দয়া করে বিরক্ত করবেন না মোড চলাকালীন ব্যবহারের অনুমতি দিন,Bitte gewähren Sie Zugriff auf Bitte nicht stören,Veuillez donner accès à Ne pas déranger,Mohon beri akses ke Jangan Ganggu,Per favore dare gli accessi alla funzione Non Disturbare,Sila berikan akses ke Jangan Ganggu,Предоставьте доступ к режиму Не беспокоить,Rahatsız etmeyin iznini verin,براہ کرم ڈسٹرب نہ کریں تک رسائی دیں
go_to_setting,Go to settings,الذهاب للإعدادات,Ayarlara gedin,সেটিংসে যান,Gehe zu den Einstellungen,Aller aux paramètres,Ke Setelan,Vai alle impostazioni,Pergi ke tetapan,Перейти в настройки,Ayarlara gidin,ترتیبات جائیں
gps,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS
gps_or_network,GPS/Network,GPS/الشبكة,GPS/Şəbəkə,জিপিএস / নেটওয়ার্ক,GPS/Netzwerk,GPS/Réseau,GPS/Jaringan,GPS/Rete,GPS/Rangkaian,GPS/Сеть,GPS/Ağ,جی‌پی‌ایس/نیٹورک
gradually_inc_volume,Gradually increase volume,زيادة حجم الصوت تدريجيًا,Tədricən həcmi artırın,Gradually increase volume,Lautstärke schrittweise erhöhen,Augmenter progressivement le volume,Tingkatkan volume bertahap,Aumenta del volume graduale,Meningkatkan kelantangan secara berperingkat,Плавное увеличение громкости,Sesi kademeli olarak artırın,آہستہ آہستہ آواز میں اضافہ کریں
gradually_inc_volume_sum,The volume level will increase by one every {value}.,سيزداد مستوى الصوت بمقدار واحد كل {value},Səs səviyyəsi hər {value} artacaq.,The volume level will increase by one every {value}.,Die Lautstärke wird alle {value} um eins erhöht.,Le niveau de volume augmentera d'une unité tous les {value}.,Level volume akan meningkat satu setiap {value}.,Il livello del volume verrà incrementato di uno ogni {value}.,Tahap kelantangan akan bertambah satu bagi setiap {value}.,Уровень громкости будет увеличиваться на единицу каждые {value},Ses seviyesi her seferinde bir {value} artacaktır.,آواز کی مقدار ہر {value} بڑھتی جائیگی۔
gradually_volume_dialog_sum,Gradually increase volume is enabled.,يتم تمكين زيادة حجم الصوت تدريجيًا.,Tədricən səs həcmi artır.,Gradually increase volume is enabled.,Lautstärke schrittweise erhöhen ist aktiviert.,L'augmentation progressive du volume est activée.,Tingkatkan volume secara bertahap diaktifkan.,Aumenta del volume graduale abilitato.,Peningkatan kelantangan secara berperingkat telah didayakan.,Плавное увеличение громкости включено.,Sesi kademeli olarak artırma etkinleştirildi.,آہستہ آہستہ آواز میں اضافے کو فعال کیا گیا۔
grant,Grant,منح,Qrant,প্রদান,Gewähren,Accorder,Izinkan,Assegna,Keizinan,Предоставить,İzin ver,اجازت دیں
gregorian,Gregorian,ميلادي,Miladi,জর্জিয়ান,Gregorianisch,Grégorien,Masehi,Gregoriano,Miladi,Григорианский,Gregoryen,عیسوی
gregorian_date,Gregorian date,التاريخ الميلادي,Miladi tarix,জর্জিয়ান তারিখ,Gregorianisches Datum,Date grégorienne,Tanggal Masehi,Data Gregoriana,Tarikh Gregorian,Григорианская дата,Gregoryen tarih,عیسوی تاریخ
